Estancia,Categoria,Tipo_mueble,Mas_vendido,Enlace_producto,Nombre,Descripcion,Precio,Opiniones_5,Opiniones_4,Opiniones_3,Opiniones_2,Opiniones_1,Valoracion_Diseno,Valoracion_Montaje,Valoracion_Calidad,Valoracion_Relacion,Valoracion_Funcionamiento,Imagen_principal,ID,Resenas,Valoracion,Ancho,Largo,Altura,relacionados_lista,Variantes_ID,Variantes_colores,grupo_agrupacion,Score
Salón,Muebles de almacenaje para salón,Muebles de salón,0,tonstad-mueble-tv-con-estanteria-chapa-roble-vidrio-incoloro,TONSTAD,Mueble TV con estantería,1147.0,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/tonstad-mueble-tv-con-estanteria-chapa-roble-vidrio-incoloro__1208212_pe908410_s5.jpg?f=s,19515061,0,4.489009159034138,342.0,47.0,201.0,"[29515065, 9515066, 59571762, 49571767, 9534809, 39515060, 59515064, 99515057, 49514729, 99535220, 489302, 39515055]",Sin_variacion,[],Mueble TV con estantería,0.4484026942881904
Salón,Muebles de almacenaje para salón,Muebles de salón,0,lanesund-mueble-tv-con-estanteria-marron-grisaceo,LANESUND,Mueble TV con estantería,898.0,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/lanesund-mueble-tv-con-estanteria-marron-grisaceo__1186543_pe898867_s5.jpg?f=s,29514730,0,4.489009159034138,322.0,47.0,81.0,"[69521074, 19535219, 49514729, 39535218, 50466553, 49556149, 79191266, 507056, 59505772, 19497217, 99507892, 59435883]",Sin_variacion,[],Mueble TV con estantería,0.4536337562875611
Salón,Muebles de almacenaje para salón,Muebles de salón,0,brimnes-mueble-tv-puertas-vidrio-blanco,BRIMNES,Mueble TV puertas vidrio,437.99,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/brimnes-mueble-tv-puertas-vidrio-blanco__1446137_pe988562_s5.jpg?f=s,79602437,0,4.489009159034138,280.0,41.0,190.0,"[59278232, 39602439, 59398673, 89184331, 69398620, 19387902, 59602075, 19437332, 99602441, 19521175, 59440610, 29278219]",Sin_variacion,[],CATEGORIA_Muebles de almacenaje para salón,0.4836219273962681
Salón,Muebles de almacenaje para salón,Muebles de salón,0,besta-combinacion-almacenaje-audio-video-blanco-lappviken-blanco,BESTÅ,Combinación almacenaje audio/vídeo,590.0,1,0,0,0,0,5.0,4.507416502946955,5.0,5.0,5.0,https://www.ikea.com/es/es/images/products/besta-combinacion-almacenaje-audio-video-blanco-lappviken-blanco__1445847_pe988416_s5.jpg?f=s,89612092,1,5.0,360.0,42.0,231.0,"[29612090, 39476822, 9411969, 19602930, 29476766, 49412165, 99406831, 59488800, 69612093, 29398684, 79221188, 99398690]",['29612090'],['Marrón'],CATEGORIA_Muebles de almacenaje para salón,0.5945203153594307
Salón,Muebles de almacenaje para salón,Muebles de salón,0,tonstad-armario-tv-almacenaje-puertas-hueso-vidrio-incoloro,TONSTAD,Armario TV,623.0,1,0,0,0,0,5.0,4.0,5.0,5.0,5.0,https://www.ikea.com/es/es/images/products/tonstad-armario-tv-almacenaje-puertas-hueso-vidrio-incoloro__1335089_pe946964_s5.jpg?f=s,69571766,1,5.0,339.0,37.0,116.0,"[29515065, 59571762, 49571767, 99521157, 79534783, 60488880, 49440615, 49440601, 59534779, 9515066, 29534771, 19521175]",Sin_variacion,[],CATEGORIA_Muebles de almacenaje para salón,0.5923935858499066
Salón,Muebles de almacenaje para salón,Muebles de salón,0,vihals-mueble-tv-con-almacenaje-blanco,VIHALS,Mueble TV con almacenaje,457.99,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,https://www.ikea.com/es/es/images/products/vihals-mueble-tv-con-almacenaje-blanco__1079318_pe857495_s5.jpg?f=s,59440610,1,1.0,337.0,37.0,200.0,"[89521073, 39602439, 49521112, 79420300, 89398681, 59278232, 69398620, 9440679, 39477242, 69494607, 59535222, 79602437]",['89521073'],['Gris Oscuro'],Mueble TV con almacenaje,0.0099706523689475
Salón,Muebles de almacenaje para salón,Muebles de salón,0,havsta-mueble-tv-con-estanteria-blanco,HAVSTA,Mueble TV con estantería,474.0,1,0,0,0,0,5.0,5.0,5.0,5.0,5.0,https://www.ikea.com/es/es/images/products/havsta-mueble-tv-con-estanteria-blanco__1289949_pe934583_s5.jpg?f=s,9534772,1,5.0,241.0,47.0,89.0,"[59534779, 29534771, 89534810, 9534809, 79534783, 59571762, 19387902, 10529270, 49412354, 90529266, 59437330, 19437332]",['29534771'],['Gris'],Mueble TV con estantería,0.6000214122366804
Salón,Muebles de almacenaje para salón,Muebles de salón,0,billy-besta-mueble-tv-con-estanteria-blanco,BILLY / BESTÅ,Mueble TV con estantería,226.96,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/billy-besta-mueble-tv-con-estanteria-blanco__0943561_pe796979_s5.jpg?f=s,89398681,0,4.489009159034138,280.0,40.0,202.0,"[59440610, 69398620, 99407190, 69476825, 99398685, 79420300, 59278232, 59534779, 49440615, 9440679, 39476822, 39602439]",Sin_variacion,[],Mueble TV con estantería,0.5248785320974303
Salón,Muebles de almacenaje para salón,Muebles de salón,0,eket-combinacion-almacenaje-audio-video-blanco-marron-efecto-nogal,EKET,Combinación almacenaje audio/vídeo,150.0,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/eket-combinacion-almacenaje-audio-video-blanco-marron-efecto-nogal__1389129_pe965103_s5.jpg?f=s,49580998,0,4.489009159034138,175.0,35.0,35.0,"[29580999, 89581000, 9437747, 79580987, 59580988, 19440725, 59580993, 29580980, 99580986, 69580983, 39580994, 59490803]","['89581000', '29580999']","['Blanco', 'Marrón']",CATEGORIA_Muebles de almacenaje para salón,0.5874608872983971
Salón,Muebles de almacenaje para salón,Muebles de salón,0,besta-eket-mueble-tv-con-almacenaje-blanco-lappviken-stubbarp,BESTÅ / EKET,Mueble TV con almacenaje,330.0,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/besta-eket-mueble-tv-con-almacenaje-blanco-lappviken-stubbarp__1068890_pe853659_s5.jpg?f=s,9476833,0,4.489009159034138,180.0,42.0,220.0,"[79221188, 29324990, 9411969, 19507990, 89437748, 59434751, 9437747, 69476825, 19602930, 49411972, 69476769, 29325008]",Sin_variacion,[],Mueble TV con almacenaje,0.4769073955758204
Salón,Muebles de almacenaje para salón,Muebles de salón,0,tonstad-mueble-tv-con-estanteria-hueso-vidrio-incoloro,TONSTAD,Mueble TV con estantería,987.0,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/tonstad-mueble-tv-con-estanteria-hueso-vidrio-incoloro__1335109_pe946966_s5.jpg?f=s,59571762,0,4.489009159034138,339.0,47.0,201.0,"[49571767, 9534809, 19515061, 59534779, 19534818, 89534810, 29515065, 19387902, 69571766, 19437332, 9534772, 79534783]",Sin_variacion,[],Mueble TV con estantería,0.4514609210679317
Salón,Muebles de almacenaje para salón,Muebles de salón,0,idanas-mueble-tv-con-estanteria-blanco,IDANÄS,Mueble TV con estantería,737.0,0,1,0,0,0,4.0,3.0,4.0,4.0,4.0,https://www.ikea.com/es/es/images/products/idanas-mueble-tv-con-estanteria-blanco__1028830_pe835547_s5.jpg?f=s,59437330,1,4.0,325.0,40.0,211.0,"[19387902, 19437332, 89534810, 19299571, 59534779, 99437333, 39437331, 19534818, 79602437, 39534817, 90487860, 49571767]",['39437331'],['Marrón'],Mueble TV con estantería,0.4239968974530463
Salón,Muebles de almacenaje para salón,Muebles de salón,0,brimnes-mueble-tv-puertas-vidrio-blanco,BRIMNES,Mueble TV puertas vidrio,497.0,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/brimnes-mueble-tv-puertas-vidrio-blanco__1490479_pe1004163_s5.jpg?f=s,99602441,0,4.489009159034138,376.0,41.0,190.0,"[59278232, 39602439, 59398673, 79602437, 89184331, 59602075, 19521175, 39477242, 69398620, 29278219, 59571762, 29515065]",Sin_variacion,[],CATEGORIA_Muebles de almacenaje para salón,0.4772003250814262
Salón,Muebles de almacenaje para salón,Muebles de salón,0,tonstad-mueble-tv-con-estanteria-chapa-roble-vidrio-incoloro,TONSTAD,Mueble TV con estantería,1232.0,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/tonstad-mueble-tv-con-estanteria-chapa-roble-vidrio-incoloro__1208266_pe908426_s5.jpg?f=s,9515066,0,4.489009159034138,381.0,47.0,201.0,"[29515065, 19515061, 49571767, 39437331, 19534818, 59571762, 69412174, 49514729, 19497217, 29534771, 39515060, 39534817]",Sin_variacion,[],Mueble TV con estantería,0.447101101676145
Salón,Muebles de almacenaje para salón,Muebles de salón,0,vihals-mueble-tv-con-almacenaje-blanco,VIHALS,Mueble TV con almacenaje,228.99,0,1,0,0,0,5.0,5.0,4.0,4.0,5.0,https://www.ikea.com/es/es/images/products/vihals-mueble-tv-con-almacenaje-blanco__1079316_pe857494_s5.jpg?f=s,49440601,1,4.0,242.0,37.0,90.0,"[99521157, 49521112, 99440613, 49440615, 99535296, 9440679, 59184337, 60488880, 79535297, 79407191, 9435890, 19521175]",['09521072'],['Gris Oscuro'],Mueble TV con almacenaje,0.5004864900715865
Salón,Muebles de almacenaje para salón,Muebles de salón,0,vihals-mueble-tv-con-almacenaje-blanco,VIHALS,Mueble TV con almacenaje,278.99,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/vihals-mueble-tv-con-almacenaje-blanco__1116471_pe872508_s5.jpg?f=s,49440615,0,4.489009159034138,216.0,47.0,120.0,"[19521175, 99440613, 9440679, 39477242, 29278219, 9602073, 59184337, 59602075, 9503313, 59278213, 59535298, 99535296]",Sin_variacion,[],Mueble TV con almacenaje,0.4855684612981419
Salón,Muebles de almacenaje para salón,Muebles de salón,0,tonstad-mueble-tv-con-estanteria-hueso-vidrio-incoloro,TONSTAD,Mueble TV con estantería,1047.0,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/tonstad-mueble-tv-con-estanteria-hueso-vidrio-incoloro__1335086_pe946965_s5.jpg?f=s,49571767,0,4.489009159034138,377.0,47.0,201.0,"[59571762, 19534818, 19515061, 29515065, 9534809, 99437333, 9515066, 89534810, 59534779, 19437332, 19299571, 69571766]",Sin_variacion,[],Mueble TV con estantería,0.4502045506824148
Salón,Muebles de almacenaje para salón,Muebles de salón,0,jattesta-mueble-tv-con-estanteria-negro,JÄTTESTA,Mueble TV con estantería,557.0,1,0,0,0,0,5.0,5.0,5.0,4.0,5.0,https://www.ikea.com/es/es/images/products/jattesta-mueble-tv-con-estanteria-negro__1159838_pe888652_s5.jpg?f=s,49494830,1,5.0,320.0,40.0,195.0,"[19497217, 50466553, 49494825, 79191266, 59535222, 49514729, 19535219, 39497216, 19398929, 29514730, 89572982, 39437331]",['19497217'],['Blanco'],Mueble TV con estantería,0.5610035941091169
Salón,Muebles de almacenaje para salón,Muebles de salón,0,havsta-mueble-tv-con-estanteria-blanco,HAVSTA,Mueble TV con estantería,704.0,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/havsta-mueble-tv-con-estanteria-blanco__1289328_pe934577_s5.jpg?f=s,79534783,0,4.489009159034138,241.0,47.0,212.0,"[59534779, 89534810, 9440679, 9534772, 10529270, 49571767, 59571762, 9534809, 29534771, 19534818, 99407190, 69571766]",['59534779'],['Gris'],Mueble TV con estantería,0.460273984552758
Salón,Muebles de almacenaje para salón,Muebles de salón,0,vihals-mueble-tv-con-almacenaje-blanco,VIHALS,Mueble TV con almacenaje,407.99,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/vihals-mueble-tv-con-almacenaje-blanco__1079322_pe857497_s5.jpg?f=s,9440679,0,4.489009159034138,337.0,47.0,200.0,"[29278219, 19521175, 99440613, 49440615, 49521112, 79420300, 39477242, 59184337, 79398672, 79534783, 59440610, 49406999]",['69521074'],['Gris Oscuro'],Mueble TV con almacenaje,0.4678522789259881
Salón,Muebles de almacenaje para salón,Muebles de salón,0,jattesta-mueble-tv-con-estanteria-blanco-bambu-claro,JÄTTESTA,Mueble TV con estantería,358.0,1,0,0,0,0,5.0,3.0,4.0,4.0,5.0,https://www.ikea.com/es/es/images/products/jattesta-mueble-tv-con-estanteria-blanco-bambu-claro__1159832_pe888648_s5.jpg?f=s,39497216,1,5.0,240.0,40.0,195.0,"[19497217, 49494825, 49494830, 49521112, 99535296, 49556149, 50538852, 69521074, 19535219, 507056, 59505772, 50466553]",['49494825'],['Negro'],Mueble TV con estantería,0.5557521759248572
Salón,Muebles de almacenaje para salón,Muebles de salón,0,vihals-mueble-tv-con-almacenaje-blanco,VIHALS,Mueble TV con almacenaje,248.0,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/vihals-mueble-tv-con-almacenaje-blanco__1210179_pe909569_s5.jpg?f=s,99521157,0,4.489009159034138,275.0,47.0,90.0,"[99535296, 49521112, 49440601, 99440613, 9440679, 79535297, 59278213, 9602073, 59184337, 19521175, 80542857, 79420300]",Sin_variacion,[],Mueble TV con almacenaje,0.492570102407607
Salón,Muebles de almacenaje para salón,Muebles de salón,0,vihals-mueble-tv-con-almacenaje-blanco,VIHALS,Mueble TV con almacenaje,268.0,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/vihals-mueble-tv-con-almacenaje-blanco__1210170_pe909563_s5.jpg?f=s,49521112,0,4.489009159034138,275.0,37.0,140.0,"[79420300, 99535296, 29278219, 99440613, 59184337, 9440679, 9552172, 39477242, 69494607, 59440610, 19521175, 89184331]",Sin_variacion,[],Mueble TV con almacenaje,0.487866158783208
Salón,Muebles de almacenaje para salón,Muebles de salón,0,spiksmed-mueble-tv-con-estanteria-gris-claro,SPIKSMED,Mueble TV con estantería,129.98,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/spiksmed-mueble-tv-con-estanteria-gris-claro__1301051_pe937266_s5.jpg?f=s,59535298,0,4.489009159034138,215.0,32.0,96.0,"[99535296, 9602073, 59278213, 9503313, 59184337, 49440615, 69494607, 19521175, 29503312, 29560675, 79535297, 39477242]",Sin_variacion,[],Mueble TV con estantería,0.5960140666213685
Salón,Muebles de almacenaje para salón,Muebles de salón,0,boastad-combinacion-almacenaje-negro-chapa-roble,BOASTAD,Combinación de almacenaje,608.0,0,1,0,0,0,5.0,5.0,4.0,4.0,5.0,https://www.ikea.com/es/es/images/products/boastad-combinacion-almacenaje-negro-chapa-roble__1241281_pe919737_s5.jpg?f=s,39535218,1,4.0,203.0,38.5,185.0,"[49514729, 69521074, 19535219, 59535222, 29514730, 9435951, 69412174, 99535220, 89436517, 29515065, 79420300, 50466553]",Sin_variacion,[],Combinación de almacenaje,0.4603203392062835
Salón,Muebles de almacenaje para salón,Muebles de salón,0,billy-brimnes-mueble-tv-con-estanteria-blanco,BILLY / BRIMNES,Mueble TV con estantería,349.96,0,1,0,0,0,4.0,5.0,4.0,4.0,5.0,https://www.ikea.com/es/es/images/products/billy-brimnes-mueble-tv-con-estanteria-blanco__0943364_pe796892_s5.jpg?f=s,69398620,1,4.0,340.0,41.0,202.0,"[89184331, 39602439, 59278232, 79602437, 59602075, 59398673, 39477242, 29278219, 79398672, 89398681, 59440610, 19521175]",Sin_variacion,[],Mueble TV con estantería,0.4779450520529958
Salón,Muebles de almacenaje para salón,Muebles de salón,0,spiksmed-mueble-tv-con-estanteria-gris-claro,SPIKSMED,Mueble TV con estantería,134.98,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/spiksmed-mueble-tv-con-estanteria-gris-claro__1301055_pe937255_s5.jpg?f=s,99535296,0,4.489009159034138,233.0,32.0,96.0,"[59535298, 49521112, 79535297, 9503313, 9602073, 59184337, 99521157, 69494607, 19521175, 29503312, 80542857, 9521072]",Sin_variacion,[],Mueble TV con estantería,0.589847345300406
Salón,Muebles de almacenaje para salón,Muebles de salón,0,spiksmed-mueble-tv-con-estanteria,SPIKSMED,Mueble TV con estantería,114.98,2,0,0,0,0,4.0,4.0,4.0,5.0,4.0,https://www.ikea.com/es/es/images/products/spiksmed-mueble-tv-con-estanteria__1162288_pe889758_s5.jpg?f=s,9503313,2,5.0,157.0,32.0,97.0,"[99535296, 69494607, 59184337, 59535298, 49440615, 59278213, 29503312, 29560675, 39477242, 19521175, 49521112, 99440613]",Sin_variacion,[],Mueble TV con estantería,0.7011739413327046
Salón,Muebles de almacenaje para salón,Muebles de salón,0,boastad-mueble-tv-con-estanteria-negro-chapa-roble,BOASTAD,Mueble TV con estantería,528.0,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/boastad-mueble-tv-con-estanteria-negro-chapa-roble__1241280_pe919736_s5.jpg?f=s,19535219,0,4.489009159034138,181.0,41.0,42.0,"[507056, 79411975, 49556149, 99535220, 99507892, 59535222, 29514730, 39535218, 19572985, 89398737, 49514729, 99411314]",Sin_variacion,[],Mueble TV con estantería,0.4705195601234571
Salón,Muebles de almacenaje para salón,Muebles de salón,0,boastad-mueble-tv-con-estanteria-negro-chapa-roble,BOASTAD,Mueble TV con estantería,757.0,1,0,0,1,0,4.5,3.5,3.5,3.5,4.0,https://www.ikea.com/es/es/images/products/boastad-mueble-tv-con-estanteria-negro-chapa-roble__1241283_pe919739_s5.jpg?f=s,99535220,2,3.5,223.0,42.0,185.0,"[19535219, 89398737, 29515065, 39535218, 59535222, 49514729, 69411240, 59406833, 89398742, 9411002, 69476769, 19406731]",Sin_variacion,[],Mueble TV con estantería,0.4100182582343232
Salón,Muebles de almacenaje para salón,Muebles de salón,0,hauga-mueble-tv-con-almacenaje-blanco,HAUGA,Mueble TV con almacenaje,457.99,4,0,0,0,0,4.8,4.0,4.5,5.0,5.0,https://www.ikea.com/es/es/images/products/hauga-mueble-tv-con-almacenaje-blanco__0917827_pe786009_s5.jpg?f=s,19387902,4,5.0,277.0,46.0,199.0,"[19437332, 59437330, 59534779, 39387901, 79602437, 19299571, 89534810, 9388445, 59278232, 19534818, 39602439, 99437333]",Sin_variacion,[],Mueble TV con almacenaje,0.6208366185811615
Salón,Muebles de almacenaje para salón,Muebles de salón,0,boastad-mueble-tv-con-estanteria-negro-chapa-roble,BOASTAD,Mueble TV con estantería,408.0,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/boastad-mueble-tv-con-estanteria-negro-chapa-roble__1241284_pe919738_s5.jpg?f=s,9535210,0,4.489009159034138,121.0,41.0,42.0,"[80507024, 79411975, 9435871, 79435877, 39443011, 79555676, 69435934, 99507892, 69505578, 79419617, 19535219, 89488790]",Sin_variacion,[],Mueble TV con estantería,0.4825731784419265
Salón,Muebles de almacenaje para salón,Muebles de salón,0,spiksmed-mueble-tv-con-estanteria-gris-claro,SPIKSMED,Mueble TV con estantería,179.97,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/spiksmed-mueble-tv-con-estanteria-gris-claro__1301053_pe937268_s5.jpg?f=s,79535297,0,4.489009159034138,234.0,32.0,96.0,"[99535296, 49521112, 59494603, 9521072, 99521157, 69494607, 9440679, 9503313, 89521073, 49440615, 29503312, 59534779]",Sin_variacion,[],Mueble TV con estantería,0.5497720503356122
Salón,Muebles de almacenaje para salón,Muebles de salón,0,spiksmed-mueble-tv-con-estanteria,SPIKSMED,Mueble TV con estantería,174.97,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/spiksmed-mueble-tv-con-estanteria__1162283_pe889756_s5.jpg?f=s,29503312,0,4.489009159034138,216.0,32.0,97.0,"[59535222, 99535296, 9503313, 49521112, 59278213, 19521175, 69494607, 9521072, 59535298, 9440679, 59184337, 79420300]",Sin_variacion,[],Mueble TV con estantería,0.5532079191272606
Salón,Muebles de almacenaje para salón,Muebles de salón,0,boastad-mueble-tv-con-estanteria-negro-chapa-roble,BOASTAD,Mueble TV con estantería,637.0,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/boastad-mueble-tv-con-estanteria-negro-chapa-roble__1241282_pe919740_s5.jpg?f=s,59535222,0,4.489009159034138,163.0,42.0,185.0,"[49514729, 29410370, 89436517, 19535219, 69521074, 29503312, 39535218, 69398936, 19572985, 39412156, 9435951, 69406286]",Sin_variacion,[],Mueble TV con estantería,0.4635068898741246
Salón,Muebles TV,Muebles de salón,1,hemnes-mueble-tv-tinte-blanco-marron-claro,HEMNES,Mueble TV,229.0,618,171,43,19,34,4.7,4.1,4.3,4.3,4.6,https://www.ikea.com/es/es/images/products/hemnes-mueble-tv-tinte-blanco-marron-claro__0583377_pe671187_s5.jpg?f=s,50413526,885,4.5,148.0,47.0,57.0,"[10452303, 90487860, 19299571, 9400522, 99329197, 415047, 50409874, 80503549, 29443163, 19437332, 89435947, 79188320]",['10452303'],['Negro'],Mueble TV,0.9233934539904436
Salón,Muebles TV,Muebles de salón,1,besta-mueble-tv-blanco-lappviken-blanco,BESTÅ,Mueble TV,150.0,161,48,22,19,35,4.4,3.9,3.8,3.9,4.0,https://www.ikea.com/es/es/images/products/besta-mueble-tv-blanco-lappviken-blanco__0719188_pe731908_s5.jpg?f=s,89330691,285,4.0,180.0,42.0,38.0,"[69330687, 49597381, 19421798, 59330715, 39422216, 19612180, 19330703, 39422184, 59421796, 99569333, 89330709, 9597378]","['69330687', '19612180', '39575025', '89330709', '79507893', '59330659', '09612171', '79330663', '99569333', '29507895', '89422191', '49597381', '39422184', '09597378', '19421798', '39422216', '09612185', '19330703', '59330715', '69330673', '09422190', '39569331', '19569332', '39421797', '99421799', '09422208', '69507898', '99569328', '19330661', '59422183', '59421796', '69422187', '19422180', '19575154', '59422178']","['Blanco', 'Marrón', 'Blanco', 'Marrón', 'Gris', 'Negro', 'Marrón', 'Negro', 'Blanco', 'Gris', 'Negro', 'Blanco', 'Blanco', 'Blanco', 'Blanco', 'Blanco', 'Marrón', 'Blanco', 'Marrón', 'Negro', 'Negro', 'Blanco', 'Blanco', 'Blanco', 'Blanco', 'Blanco', 'Gris', 'Negro', 'Negro', 'Blanco', 'Marrón', 'Marrón', 'Marrón', 'Negro', 'Marrón']",Mueble TV,0.8231862833322604
